ID,FINYEAR,LAST_NAME,FIRST_NAME,COLLEGE,MAJOR,FEE_RESIDENCE,AMT_TOTAL
PI2937,2021,Hagley,Gerrilee,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI2939,2021,McMenamie,Faunie,Engineering,"Computer Science, BS",N,10142.0
PI2940,2021,Coronas,Man,Human Sciences & Education,"Kinesiology, BS",Y,13551.689999999999
PI2942,2021,Blatherwick,Riordan,Engineering,"Computer Science, BS",Y,1980.0
PI2943,2021,Sarten,Gilli,Engineering,"Mechanical Engineering, BS",N,19996.0
PI2948,2021,Klemps,Archaimbaud,Human Sciences & Education,"Kinesiology, BS",N,17177.58
PI2949,2021,Brett,Tabor,Mass Communication,"Mass Communication, BA",Y,7356.95
PI2950,2021,Ainslie,Calla,Human Sciences & Education,"Kinesiology, BS",Y,6928.0
PI2951,2021,Jentin,Maris,Engineering,"Computer Science, BS",Y,18976.08
PI2953,2021,Forseith,Gabriella,Science,"Biological Sciences, BS",Y,15314.67
PI2954,2021,Wigzell,Britta,Science,"Biological Sciences, BS",N,6370.0
PI2957,2021,Hawick,Maddi,Human Sciences & Education,"Kinesiology, BS",Y,1980.0
PI2958,2021,Trevers,Flin,Mass Communication,"Mass Communication, BA",Y,25304.34
PI2960,2021,Povah,Helene,Humanities & Social Sciences,"English, BA",Y,4775.0
PI2965,2021,Capper,Earlie,Human Sciences & Education,"Kinesiology, BS",Y,9262.0
PI2968,2021,Tattersdill,Rudiger,Engineering,"Computer Science, BS",Y,12590.619999999999
PI2969,2021,Jozsa,Casey,Engineering,"Computer Science, BS",Y,24338.0
PI2971,2021,Freckingham,Balduin,Mass Communication,"Mass Communication, BA",Y,13447.16
PI2973,2021,Anthonsen,Margarita,Science,"Biological Sciences, BS",Y,10522.43
PI2974,2021,Vanichkin,Austin,Science,"Biological Sciences, BS",Y,8262.0
PI2977,2021,Mcwhinnie,Zared,Science,"Biological Sciences, BS",Y,5810.0
PI2982,2021,Bree,Walker,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI2984,2021,Tommasetti,Haily,Science,"Biological Sciences, BS",Y,21864.0
PI2985,2021,Bosher,Bill,Engineering,"Computer Science, BS",Y,7862.0
PI2986,2021,Order,Vina,Engineering,"Computer Science, BS",Y,10262.0
PI2987,2021,Wraith,Jill,Science,"Biological Sciences, BS",Y,11262.0
PI2992,2021,Bowers,Micki,Business,"Marketing, BS",N,39963.42
PI2993,2021,Stennet,Cris,Mass Communication,"Mass Communication, BA",Y,21714.0
PI2994,2021,Hurdedge,Parry,Agriculture,"Animal Sciences, BS",Y,11492.0
PI2999,2021,Guildford,Dedie,Business,"Marketing, BS",Y,21804.0
PI3000,2021,Etoile,Aylmer,Human Sciences & Education,"Kinesiology, BS",N,13155.0
PI0001,2022,Koppe,Wally,Science,"Biological Sciences, BS",Y,20284.0
PI0006,2022,Astin,Mandi,Science,"Biological Sciences, BS",Y,9310.0
PI0007,2022,Bugs,Theda,Engineering,"Computer Science, BS",Y,15107.0
PI0009,2022,Dyott,Georges,Human Sciences & Education,"Kinesiology, BS",Y,5225.0
PI0018,2022,Gloyens,Peyton,Engineering,"Mechanical Engineering, BS",Y,13249.35
PI0020,2022,Cockshutt,Oneida,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0021,2022,Rama,Padgett,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI0022,2022,Ivel,Nathanial,Humanities & Social Sciences,"English, BA",Y,11895.0
PI0024,2022,Minkin,Halsey,Engineering,"Mechanical Engineering, BS",Y,9716.0
PI0025,2022,Dulen,Nolie,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0026,2022,Jekel,Reece,Business,"Marketing, BS",Y,8262.0
PI0027,2022,Stronack,Noll,Engineering,"Computer Science, BS",Y,13523.0
PI0029,2022,Ruane,Dion,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0032,2022,Merrikin,Caitlin,Mass Communication,"Mass Communication, BA",Y,20284.0
PI0034,2022,Brose,Lindsey,Mass Communication,"Mass Communication, BA",Y,12543.0
PI0037,2022,Kenworth,Roselia,Agriculture,"Animal Sciences, BS",Y,7862.0
PI0040,2022,Addess,Cyrille,Mass Communication,"Mass Communication, BA",Y,1290.0
PI0041,2022,Celler,Katuscha,Human Sciences & Education,"Kinesiology, BS",N,9475.0
PI0045,2022,Alliker,Rosalie,Science,"Biological Sciences, BS",Y,19636.059999999998
PI0046,2022,Kitson,Deonne,Engineering,"Computer Science, BS",Y,9896.0
PI0047,2022,Trundle,Dotty,Mass Communication,"Mass Communication, BA",Y,10812.0
PI0051,2022,Zavattiero,Audy,Agriculture,"Animal Sciences, BS",N,23748.0
PI0056,2022,Newcom,Ardyth,Human Sciences & Education,"Kinesiology, BS",Y,31174.190000000002
PI0058,2022,Emmanuele,Glen,Human Sciences & Education,"Kinesiology, BS",Y,3711.0
PI0059,2022,Ganford,David,Science,"Biological Sciences, BS",Y,8844.6
PI0061,2022,Vannozzii,Benito,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI0064,2022,Navan,Paquito,Human Sciences & Education,"Kinesiology, BS",Y,5287.73
PI0069,2022,Tallis,Clemens,Science,"Biological Sciences, BS",Y,7462.0
PI0072,2022,Busswell,Koenraad,Science,"Chemistry, BS",Y,9262.0
PI0073,2022,Seargeant,Doralin,Engineering,"Mechanical Engineering, BS",Y,18813.97
PI0075,2022,MacKimmie,Tierney,Humanities & Social Sciences,"English, BA",Y,12282.21
PI0076,2022,Fosken,Hill,Science,"Biological Sciences, BS",Y,9262.0
PI0080,2022,Gerler,Lorenza,Human Sciences & Education,"Kinesiology, BS",Y,9842.0
PI0081,2022,Houselee,Car,Science,"Biological Sciences, BS",Y,10101.0
PI0085,2022,Struijs,Kary,Human Sciences & Education,"Kinesiology, BS",N,3335.0
PI0087,2022,Masden,Karoly,Science,"Biological Sciences, BS",Y,10362.0
PI0089,2022,Stannas,Dwayne,Engineering,"Computer Science, BS",N,13590.58
PI0090,2022,Viney,Ibby,Science,"Biological Sciences, BS",Y,7462.0
PI0091,2022,Arnison,Tyson,Agriculture,"Animal Sciences, BS",Y,13008.880000000001
PI0093,2022,Moorerud,Maggy,Human Sciences & Education,"Kinesiology, BS",Y,14417.0
PI0094,2022,Burhill,Rodolphe,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0095,2022,Errett,Raffaello,Science,"Biological Sciences, BS",Y,22996.61
PI0096,2022,Gillfillan,Belia,Science,"Biological Sciences, BS",Y,20284.0
PI0097,2022,Deedes,Nissie,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0099,2022,Piechnik,Aubry,Business,"Marketing, BS",Y,9238.0
PI0100,2022,Duffell,Ralph,Agriculture,"Animal Sciences, BS",Y,21475.92
PI0101,2022,Epp,Paulette,Human Sciences & Education,"Kinesiology, BS",Y,10262.0
PI0104,2022,Eringey,Edd,Science,"Biological Sciences, BS",N,21098.5
PI0105,2022,Comer,Pierson,Engineering,"Mechanical Engineering, BS",Y,13896.0
PI0110,2022,Masselin,Kerwinn,Human Sciences & Education,"Kinesiology, BS",Y,15213.0
PI0111,2022,Kenningley,Thoma,Business,"Marketing, BS",Y,13894.0
PI0116,2022,Mersey,Alvie,Human Sciences & Education,"Kinesiology, BS",Y,2274.0
PI0119,2022,Podmore,Jeremiah,Science,"Biological Sciences, BS",Y,7445.0
PI0120,2022,Carette,Kirbie,Science,"Biological Sciences, BS",Y,13107.0
PI0129,2022,McGrey,Desmund,Agriculture,"Animal Sciences, BS",Y,8262.0
PI0131,2022,Falkinder,Trever,Engineering,"Computer Science, BS",Y,7995.0
PI0132,2022,McGeechan,Pammy,Science,"Biological Sciences, BS",Y,7462.0
PI0133,2022,Abrami,Andrew,Engineering,"Mechanical Engineering, BS",Y,10142.0
PI0134,2022,Biskup,Adan,Business,"Marketing, BS",N,3033.0
PI0135,2022,Suddock,Murry,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0140,2022,Penniell,Stanislaus,Science,"Biological Sciences, BS",Y,15378.24
PI0142,2022,Ledes,Melisande,Human Sciences & Education,"Kinesiology, BS",N,15770.869999999999
PI0143,2022,Heeran,Gladi,Engineering,"Computer Science, BS",Y,2187.0
PI0144,2022,Gittis,Ulrika,Science,"Biological Sciences, BS",Y,10709.28
PI0161,2022,Dubois,Niles,Human Sciences & Education,"Kinesiology, BS",N,5938.0
PI0163,2022,Henrichs,Clyde,Human Sciences & Education,"Kinesiology, BS",Y,9442.0
PI0165,2022,Maffei,Wake,Science,"Biological Sciences, BS",Y,9144.0
PI0167,2022,Isacsson,Sylvester,Engineering,"Computer Science, BS",Y,7462.0
PI0169,2022,Rudall,Elianore,Engineering,"Computer Science, BS",Y,9842.0
PI0170,2022,Ditchett,Moll,Mass Communication,"Mass Communication, BA",Y,8421.0
PI0172,2022,Aristide,Teresa,Human Sciences & Education,"Kinesiology, BS",Y,13109.0
PI0173,2022,Goudy,Zelda,Engineering,"Computer Science, BS",Y,8262.0
PI0174,2022,Firpi,Irvin,Human Sciences & Education,"Kinesiology, BS",Y,10583.0
PI0175,2022,Baile,Aristotle,Science,"Biological Sciences, BS",Y,12357.0
PI0176,2022,Wyard,Eleanor,Mass Communication,"Mass Communication, BA",N,30000.0
PI0178,2022,Yewdale,Janella,Human Sciences & Education,"Kinesiology, BS",Y,9262.0
PI0180,2022,Scoffham,Mirella,Human Sciences & Education,"Kinesiology, BS",Y,26069.0
PI0185,2022,John,Deirdre,Science,"Biological Sciences, BS",N,7685.04
PI0188,2022,Caesman,Alon,Engineering,"Computer Science, BS",Y,9762.0
PI0190,2022,Dmitrichenko,Shamus,Mass Communication,"Mass Communication, BA",Y,3731.0
PI0192,2022,Champain,Aeriel,Engineering,"Mechanical Engineering, BS",N,11116.36
PI0195,2022,Dodd,Roxanne,Engineering,"Mechanical Engineering, BS",Y,20284.0
PI0196,2022,Wellbeloved,Philbert,Human Sciences & Education,"Kinesiology, BS",Y,19197.0
PI0197,2022,Vispo,Ameline,Business,"Marketing, BS",Y,9300.19
PI0198,2022,Osbiston,Lew,Agriculture,"Animal Sciences, BS",Y,14692.529999999999
PI0200,2022,Coe,Fonzie,Engineering,"Computer Science, BS",N,1980.0
PI0203,2022,M'Chirrie,Noelle,Mass Communication,"Mass Communication, BA",Y,13426.279999999999
PI0205,2022,Creegan,Justus,Humanities & Social Sciences,"English, BA",Y,10132.0
PI0206,2022,Phizaclea,Clare,Mass Communication,"Mass Communication, BA",Y,7212.0
PI0209,2022,Rubinow,Farica,Engineering,"Computer Science, BS",Y,14934.14
PI0210,2022,Stimson,Tiertza,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0211,2022,Eglese,Donalt,Agriculture,"Animal Sciences, BS",N,20284.0
PI0213,2022,Riolfo,Garner,Agriculture,"Animal Sciences, BS",Y,18207.0
PI0220,2022,Reuble,Petronille,Engineering,"Computer Science, BS",N,3925.0
PI0224,2022,Collum,Sholom,Science,"Mathematics, BS",Y,13522.0
PI0227,2022,McCoy,Nadine,Agriculture,"Animal Sciences, BS",Y,1980.0
PI0228,2022,Mccaull,Pandora,Human Sciences & Education,"Kinesiology, BS",Y,9658.0
PI0230,2022,Crumbleholme,Gardiner,Agriculture,"Animal Sciences, BS",Y,9762.0
PI0231,2022,Beals,Jenica,Engineering,"Computer Science, BS",Y,23507.0
PI0232,2022,Lount,Faythe,Agriculture,"Animal Sciences, BS",Y,3731.0
PI0235,2022,Wathan,Jennie,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI0245,2022,Butts,Obadiah,Agriculture,"Animal Sciences, BS",N,5745.0
PI0247,2022,Hickin,Maxine,Engineering,"Mechanical Engineering, BS",Y,22757.0
PI0248,2022,Heskey,Marj,Engineering,"Mechanical Engineering, BS",N,6495.0
PI0249,2022,Ciraldo,Lynn,Engineering,"Mechanical Engineering, BS",Y,15644.619999999999
PI0251,2022,Baversor,Agnes,Engineering,"Computer Science, BS",Y,3464.0
PI0252,2022,Porch,Felice,Science,"Biological Sciences, BS",Y,40072.0
PI0253,2022,Cheasman,Martelle,Human Sciences & Education,"Kinesiology, BS",N,30296.05
PI0254,2022,Mosby,Alissa,Business,"Marketing, BS",Y,7862.0
PI0265,2022,Philippeaux,Doralynne,Agriculture,"Animal Sciences, BS",Y,20284.0
PI0269,2022,Randles,Emelina,Engineering,"Mechanical Engineering, BS",Y,12772.0
PI0270,2022,Cristofano,Hermione,Mass Communication,"Mass Communication, BA",N,52491.0
PI0273,2022,Twamley,Alicia,Engineering,"Computer Science, BS",Y,7862.0
PI0274,2022,Cracker,Gearalt,Engineering,"Mechanical Engineering, BS",Y,20284.0
PI0278,2022,Ledbetter,Giffard,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0280,2022,Blann,Finley,Human Sciences & Education,"Kinesiology, BS",Y,15995.0
PI0283,2022,Pedreschi,Correna,Science,"Biological Sciences, BS",N,40072.0
PI0288,2022,Iredell,Rosalie,Human Sciences & Education,"Kinesiology, BS",N,13433.0
PI0289,2022,Palin,Jan,Business,"Marketing, BS",Y,16913.53
PI0290,2022,Sante,Nadean,Human Sciences & Education,"Kinesiology, BS",Y,17475.52
PI0292,2022,Eagling,Babs,Engineering,"Mechanical Engineering, BS",Y,6761.0
PI0293,2022,Real,Marcella,Engineering,"Computer Science, BS",N,20284.0
PI0294,2022,Gibbetts,Reg,Engineering,"Mechanical Engineering, BS",Y,5662.8099999999995
PI0299,2022,Teager,Phyllys,Engineering,"Mechanical Engineering, BS",Y,22869.0
PI0301,2022,Fellows,Adrienne,Engineering,"Mechanical Engineering, BS",Y,7422.0
PI0303,2022,Cawsey,Archy,Science,"Biological Sciences, BS",Y,14045.0
PI0304,2022,Thwaites,Patricio,Science,"Mathematics, BS",N,11958.0
PI0307,2022,Oxteby,Ethyl,Science,"Biological Sciences, BS",Y,13796.0
PI0308,2022,Skrzynski,Darrin,Science,"Biological Sciences, BS",Y,7862.0
PI0309,2022,Zink,Fionna,Science,"Biological Sciences, BS",Y,15204.0
PI0314,2022,McKerron,Barbee,Human Sciences & Education,"Kinesiology, BS",Y,10142.0
PI0315,2022,Izat,Brina,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0318,2022,Sandeman,Carissa,Science,"Biological Sciences, BS",Y,7462.0
PI0320,2022,Royle,Symon,Business,"Marketing, BS",Y,22338.0
PI0323,2022,Farey,Tomas,Human Sciences & Education,"Kinesiology, BS",Y,22862.0
PI0333,2022,Courteney,Sula,Engineering,"Computer Science, BS",Y,15386.68
PI0336,2022,Cowley,Benoit,Human Sciences & Education,"Kinesiology, BS",Y,6278.4
PI0338,2022,Frances,Pacorro,Humanities & Social Sciences,"English, BA",Y,15947.18
PI0339,2022,McGarvey,Richardo,Science,"Biological Sciences, BS",Y,6124.0
PI0346,2022,Miguet,Minetta,Science,"Biological Sciences, BS",N,5442.0
PI0347,2022,Cassels,Gibby,Mass Communication,"Mass Communication, BA",Y,13862.0
PI0349,2022,Moyler,Tobias,Human Sciences & Education,"Kinesiology, BS",Y,19980.0
PI0350,2022,Quilleash,Arlyne,Engineering,"Mechanical Engineering, BS",N,11949.0
PI0354,2022,Nornable,Blythe,Engineering,"Computer Science, BS",N,20284.0
PI0358,2022,Bienvenu,Berry,Business,"Marketing, BS",Y,8262.0
PI0363,2022,Witheford,Jake,Business,"Marketing, BS",Y,8262.0
PI0367,2022,Cawsey,Joseph,Agriculture,"Animal Sciences, BS",Y,19536.43
PI0368,2022,Angood,Thedric,Mass Communication,"Mass Communication, BA",Y,17975.0
PI0371,2022,Howler,Romola,Agriculture,"Animal Sciences, BS",N,5938.0
PI0373,2022,Cannop,Sayres,Humanities & Social Sciences,"English, BA",Y,15284.0
PI0377,2022,Angear,Giffard,Humanities & Social Sciences,"English, BA",Y,14842.0
PI0378,2022,Bestwick,Lukas,Science,"Biological Sciences, BS",Y,7862.0
PI0379,2022,Florence,Rora,Human Sciences & Education,"Kinesiology, BS",Y,10362.0
PI0381,2022,Chieze,Naoma,Engineering,"Computer Science, BS",Y,9762.0
PI0382,2022,Van der Hoeven,Boniface,Mass Communication,"Mass Communication, BA",Y,12862.0
PI0385,2022,Northage,Bax,Engineering,"Computer Science, BS",Y,8262.0
PI0390,2022,Giannazzo,Alick,Engineering,"Computer Science, BS",Y,23937.0
PI0391,2022,Peert,Bondy,Agriculture,"Animal Sciences, BS",Y,7025.0
PI0392,2022,Mager,Kendrick,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0394,2022,Waring,Georgeanne,Science,"Biological Sciences, BS",Y,6500.0
PI0395,2022,Leathers,Abigale,Agriculture,"Animal Sciences, BS",Y,6773.0
PI0398,2022,Broddle,Sergio,Business,"Marketing, BS",Y,7862.0
PI0400,2022,Sapseed,Brice,Science,"Biological Sciences, BS",Y,6506.72
PI0403,2022,Le Provest,Magdalena,Mass Communication,"Mass Communication, BA",Y,13985.0
PI0404,2022,Meredith,Nahum,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0405,2022,Skerritt,Damaris,Agriculture,"Animal Sciences, BS",Y,3999.0
PI0410,2022,Fadell,Sinclare,Mass Communication,"Mass Communication, BA",N,16349.1
PI0411,2022,Dumberrill,Tobiah,Engineering,"Mechanical Engineering, BS",N,18174.0
PI0414,2022,Stride,Enrika,Science,"Biological Sciences, BS",N,356.0
PI0415,2022,Nesfield,Berne,Business,"Marketing, BS",Y,4370.0
PI0416,2022,O'Mahoney,Doralia,Agriculture,"Animal Sciences, BS",Y,8262.0
PI0417,2022,Growy,Kipp,Engineering,"Mechanical Engineering, BS",Y,19097.55
PI0418,2022,Forker,Hyman,Agriculture,"Animal Sciences, BS",Y,3731.0
PI0422,2022,Oldacre,Gibbie,Mass Communication,"Mass Communication, BA",Y,12730.880000000001
PI0423,2022,Attewill,Myrtice,Agriculture,"Animal Sciences, BS",Y,15519.0
PI0424,2022,Montford,Rufe,Human Sciences & Education,"Kinesiology, BS",Y,14107.0
PI0433,2022,Plevey,Mirabelle,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0435,2022,Grassi,Jeffry,Engineering,"Computer Science, BS",N,40072.0
PI0436,2022,Fenelow,Dasi,Science,"Biological Sciences, BS",Y,7916.0
PI0437,2022,Leatherbarrow,Shermie,Mass Communication,"Mass Communication, BA",Y,6757.62
PI0439,2022,Rouff,Letizia,Humanities & Social Sciences,"English, BA",Y,7462.0
PI0440,2022,Styles,Leona,Human Sciences & Education,"Kinesiology, BS",Y,16169.0
PI0441,2022,Marshland,Matty,Science,"Biological Sciences, BS",Y,9842.0
PI0443,2022,Whitnell,Donny,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI0444,2022,Halston,Clea,Business,"Marketing, BS",Y,6136.0
PI0447,2022,Tansley,Arron,Human Sciences & Education,"Kinesiology, BS",Y,4948.0
PI0451,2022,Bexley,Feliza,Agriculture,"Animal Sciences, BS",N,4545.0
PI0458,2022,Bickley,Clarice,Engineering,"Mechanical Engineering, BS",Y,15171.43
PI0460,2022,Samways,Henrie,Humanities & Social Sciences,"English, BA",Y,21137.6
PI0461,2022,Cahn,Randene,Human Sciences & Education,"Kinesiology, BS",Y,15495.0
PI0462,2022,Frichley,Niles,Science,"Biological Sciences, BS",Y,20284.0
PI0464,2022,Gumbrell,Lilian,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0467,2022,Rizzi,Dora,Science,"Biological Sciences, BS",Y,21957.0
PI0468,2022,Byard,Marcile,Human Sciences & Education,"Kinesiology, BS",Y,18989.73
PI0469,2022,Chiverstone,Ker,Science,"Mathematics, BS",Y,11462.0
PI0472,2022,Friar,Oliviero,Agriculture,"Animal Sciences, BS",Y,9896.0
PI0474,2022,Axby,Lindy,Science,"Chemistry, BS",N,35706.0
PI0477,2022,Burghill,Cornie,Mass Communication,"Mass Communication, BA",N,20284.0
PI0479,2022,Dowderswell,Sidonnie,Humanities & Social Sciences,"English, BA",Y,1187.0
PI0483,2022,Worster,Jean,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI0484,2022,Macartney,Iorgos,Mass Communication,"Mass Communication, BA",Y,20406.0
PI0485,2022,Ingleby,Margaret,Human Sciences & Education,"Kinesiology, BS",N,19500.0
PI0487,2022,Marley,Rance,Science,"Biological Sciences, BS",Y,2874.0
PI0489,2022,Tulk,Delphinia,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0491,2022,Durtnel,Fran,Science,"Biological Sciences, BS",Y,7862.0
PI0496,2022,Ferrari,Loralyn,Science,"Biological Sciences, BS",Y,4454.0
PI0498,2022,Cassey,Alyssa,Engineering,"Computer Science, BS",Y,16032.880000000001
PI0499,2022,Cockerham,Mathilde,Human Sciences & Education,"Kinesiology, BS",N,20284.0
PI0501,2022,Lawrance,Corella,Engineering,"Computer Science, BS",Y,14294.0
PI0503,2022,Alekseev,Baldwin,Agriculture,"Animal Sciences, BS",Y,25696.84
PI0507,2022,Grube,Gertruda,Engineering,"Mechanical Engineering, BS",N,6358.0
PI0508,2022,Sibary,Alejoa,Business,"Marketing, BS",Y,16682.79
PI0509,2022,Mercik,Glenine,Science,"Biological Sciences, BS",N,1980.0
PI0511,2022,Cankett,Alli,Mass Communication,"Mass Communication, BA",Y,18029.44
PI0517,2022,Battrick,Cindee,Human Sciences & Education,"Kinesiology, BS",Y,3731.0
PI0518,2022,Innwood,Bridget,Science,"Biological Sciences, BS",Y,1361.0
PI0521,2022,Gentner,Ludovico,Science,"Biological Sciences, BS",Y,9262.0
PI0522,2022,De Roberto,Adam,Business,"Marketing, BS",Y,13957.0
PI0523,2022,Hatch,Arabel,Science,"Biological Sciences, BS",N,10999.0
PI0527,2022,Angrock,Karola,Mass Communication,"Mass Communication, BA",Y,8262.0
PI0529,2022,Beincken,Chico,Mass Communication,"Mass Communication, BA",Y,9362.0
PI0530,2022,Vannucci,Ogden,Humanities & Social Sciences,"English, BA",N,13434.0
PI0534,2022,Kitchenman,Margie,Mass Communication,"Mass Communication, BA",N,40980.0
PI0535,2022,Tambling,Giselbert,Engineering,"Computer Science, BS",Y,15183.0
PI0537,2022,Lytton,Honoria,Human Sciences & Education,"Kinesiology, BS",Y,11902.0
PI0540,2022,Mathely,Arte,Engineering,"Mechanical Engineering, BS",N,4996.73
PI0543,2022,Torre,Read,Engineering,"Computer Science, BS",N,13509.35
PI0544,2022,Markham,Hedwiga,Business,"Marketing, BS",Y,7462.0
PI0546,2022,Deyenhardt,Abel,Engineering,"Mechanical Engineering, BS",Y,10762.0
PI0549,2022,Rideout,Katerine,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0550,2022,Bellson,Portie,Mass Communication,"Mass Communication, BA",Y,15684.0
PI0553,2022,Folke,Nels,Mass Communication,"Mass Communication, BA",Y,13846.0
PI0557,2022,Ottosen,Westbrook,Human Sciences & Education,"Kinesiology, BS",N,9929.34
PI0561,2022,Fay,Letitia,Science,"Chemistry, BS",N,11853.0
PI0562,2022,Wilmore,Christal,Engineering,"Mechanical Engineering, BS",Y,20609.0
PI0564,2022,Walkley,Feliks,Science,"Biological Sciences, BS",N,8663.0
PI0569,2022,Vasnetsov,Ric,Science,"Biological Sciences, BS",Y,20489.010000000002
PI0570,2022,Rae,Gwendolen,Mass Communication,"Mass Communication, BA",Y,10140.3
PI0571,2022,Howell,Devonna,Human Sciences & Education,"Kinesiology, BS",Y,15425.0
PI0572,2022,Evers,Normy,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0574,2022,Ranken,Selie,Engineering,"Mechanical Engineering, BS",Y,7462.0
